"","B cells","Dendritic cells","Endothelial cells","Macrophage-like GAMs","Microglia-like GAMs","Mural cells","NKT-like cells","Oligodendrocytes","T cells","Tumor cells"
"PSME1",0.09366006,0.54118983,-0.11149005,0.09135535,-0.05791934,-0.03429729,1.31234177,0.29613907,0.93901021,-0.34719602
"PSME2",0.035854068,0.72732754,-0.1507556,0.101639084,-0.014708102,0.007289685,0.735518325,-0.184465309,0.5509236,-0.26656511
"GZMH",-0.06896275,-0.53570932,-0.80059193,-0.68959144,-0.74898988,-0.74492935,11.98733948,-0.69489405,0.01438464,-0.8055684
"NOVA1",-1.5867299,-1.6551546,-1.1761355,-1.5899183,-1.6258564,-1.0823821,-1.414378,-0.8045885,-1.4302821,2.1716965
"NFKBIA",-0.36005095,0.15883584,-0.80655922,1.13509476,1.56351258,-0.78607058,-0.02871041,-0.86061333,1.05829684,-1.33647377
"CLEC14A",-0.158388002,-0.151116104,24.902853496,-0.153311514,-0.170346233,0.001725381,-0.144715607,0.063908096,-0.157469954,-0.160952375
"MIS18BP1",-0.139371252,0.772281836,-0.278708175,0.270181893,0.677978051,-0.382397109,-0.007127134,-0.519682077,-0.126896839,-0.54186482
"HSPA2",-0.36728385,-0.38762494,-0.17994588,-0.33399059,-0.35436823,0.14163682,-0.20222272,6.87353087,-0.22388729,0.05040714
"PLEKHH1",-0.28157051,-0.26876149,-0.06608959,-0.22605817,-0.2204064,-0.24403868,-0.20340881,7.49443817,-0.21577475,-0.08334822
"SRSF5",-0.07960427,0.05139669,0.01549947,-0.04221047,0.13089511,-0.13778023,0.53516881,0.16707783,0.43723547,-0.16421844
"NPC2",-1.200168,0.9833834,-1.157712,1.8621462,2.217162,-1.164055,-1.279477,-1.1924119,-1.3206469,-1.5089361
"DDX24",-0.112421481,-0.221679181,-0.010188937,-0.240661448,-0.148415946,-0.147941937,0.762778891,0.353294069,0.665256216,0.006207378
"IFI27",-1.14606579,-1.16829504,15.59997611,0.57758281,0.05558508,0.93249295,-0.99754966,-1.20395765,-0.96150867,-0.12715574
"SERPINA1",-0.7770535,0.9096974,-0.719076,1.3035383,0.9753655,-0.832179,-0.644239,-0.8079753,-0.6905872,-0.8552936
"EVL",-0.2024964,-0.07815373,-0.22378769,-0.17202242,0.17933198,-0.45832032,1.66495621,-0.23918496,1.31845019,-0.35365539
"PPP2R5C",0.05975935,-0.18181235,-0.18960315,-0.14723105,-0.20123772,-0.31626244,1.97301528,-0.20406561,1.44016436,-0.28612492
"CKB",-1.8693615,-1.7609116,-1.5012615,-1.759653,-1.6873425,-1.2586052,-1.5456833,-0.6724235,-1.5609403,2.0008034
"PACS2",-0.33320772,-0.17392731,0.05470926,-0.11649103,-0.06636594,-0.19201252,-0.15169404,4.8522173,-0.18678217,-0.10145765
"CRIP2",-0.4984816,-0.5446932,3.4060087,-0.5085013,-0.526702,0.6375067,-0.3540658,-0.1359529,-0.3086617,0.5442645
"CRIP1",1.41643,2.229056,-0.0498777,0.0926635,-0.6375147,3.7197698,3.2043658,-0.8060491,2.9905973,-0.7339672
"CYFIP1",-0.7172279,-0.3288751,-0.2089673,0.3232666,1.2485526,-0.4743186,-0.6164556,-0.5828942,-0.669131,-0.4946567
"SCG3",-0.9603442,-1.0261948,-0.9065628,-0.9884013,-1.0095593,-0.7344512,-0.8211683,-0.5946985,-0.8295117,1.4734581
"ANXA2",-0.80488379,0.05741777,0.3345037,0.56906561,-0.17507898,1.39282829,-0.37228446,-0.4048185,-0.36693388,-0.09907146
"TPM1",-0.61490259,-0.48608716,2.33382695,-0.43244815,-0.44269961,7.91211162,-0.38602602,-0.21100201,-0.41434788,0.30275202
"UACA",-0.34346029,-0.30405361,4.94909012,-0.12182779,-0.10873056,5.21718489,-0.26842548,0.09580007,-0.30890659,-0.11618106
"LARP6",-0.50618309,-0.52417064,-0.17876102,-0.45225074,-0.48643134,0.12584208,-0.33066605,10.52602849,-0.33095437,0.02869403
"RCN2",-0.54520776,-0.58787268,-0.11382014,-0.61928985,-0.598146,-0.15669684,-0.32505857,-0.10716401,-0.38056552,0.69904385
"TSPAN3",-0.60666486,-0.5555749,-0.26187568,-0.53859787,-0.5324946,-0.23090912,-0.51339684,-0.09532855,-0.57893216,0.71393795
"CTSH",0.1313591,2.3463924,-0.3976849,0.8564787,0.8774196,-0.5874626,-0.4983194,-0.6435113,-0.3380724,-0.7057343
"AKAP13",-0.1162973,0.5040654,0.0265663,0.3291568,0.3596605,-0.1872129,0.6782731,-0.6278669,0.5344896,-0.4602836
"ISG20",3.2504721,0.7765049,-0.2596198,-0.3526476,-0.5882116,-0.2627602,3.41887,1.892251,2.9572809,-0.5169634
"CIB1",-0.18856913,0.447278541,-0.261862399,0.168032283,0.003480475,-0.060325059,0.679284617,-0.198993872,0.745526874,-0.253703767
"SLCO3A1",-0.15684373,0.24476118,0.47493744,-0.04858402,-0.27416809,0.15238775,0.0353297,5.49347633,0.22151968,-0.16887344
"MEF2A",-0.4420641,0.8230037,0.1931175,0.5318466,1.0399605,-0.4980782,-0.4964515,-0.2133951,-0.584589,-0.5810513
"PCSK6",-0.3160719,-0.3061382,-0.1661868,-0.2750686,-0.2898766,-0.2115142,-0.1974718,10.9320397,-0.2143462,-0.2120366
"METRN",-1.7183551,-1.8828413,-1.5115123,-1.8163237,-1.8390295,-1.114893,-1.5179916,-0.8896816,-1.5250736,2.3315416
"TMEM204",-0.12914728,-0.11097883,9.89344412,-0.15393673,-0.14173776,2.80295026,0.42996813,-0.13613335,0.45482654,-0.19322637
"SLC9A3R2",-0.271614949,-0.262201708,11.985559124,-0.214267734,-0.236598591,0.297250534,-0.180535286,0.02591817,-0.190109668,0.102267617
"IL32",-0.5814236,-1.0525108,0.1637856,-1.5107048,-1.637397,-1.2150616,9.0225509,-1.509891,15.5439084,-1.5974452
"CIITA",0.1633036,2.3729961,-0.3829775,0.4894903,0.4750076,-0.4081977,-0.2074519,-0.3076281,-0.3073631,-0.3981421
"LITAF",-0.4442466,1.613469,-0.6706775,0.9616566,0.2195133,-0.5111077,0.1423658,0.2864905,-0.2360725,-0.5685601
"GPRC5B",-0.5554846,-0.5876533,-0.2339129,-0.5417779,-0.5705203,-0.3156573,-0.4203338,5.2861217,-0.4438088,0.4528291
"IGSF6",-0.7497233,0.9944331,-0.7819411,0.7509839,1.610209,-0.830632,-0.6784016,-0.756976,-0.7452343,-0.8531821
"CORO1A",0.1891171,0.9434541,-0.9331311,0.3227811,0.4932913,-0.9905286,2.7521322,-0.9231168,2.3120302,-1.0038589
"VKORC1",-0.48530009,-0.25042887,0.03719409,0.01223735,-0.08563395,0.57758382,-0.25846458,-0.15012651,-0.28293992,0.09078397
"FUS",-0.30178721,-0.18842653,0.05726419,-0.22111515,-0.31888007,-0.20537901,0.61555127,-0.12084009,0.27851281,0.10246205
"PYCARD",-0.4829036,1.2414427,-0.5659563,0.8758064,1.0466382,-0.7258281,-0.1409634,-0.7585547,-0.2421885,-0.8178375
"LPCAT2",-0.6572728,0.6015085,-0.427691,0.4319357,1.4448528,-0.6584159,-0.5414672,-0.4479415,-0.6051586,-0.6898296
"MT3",-3.421911,-3.434059,-3.084313,-3.21202,-3.370025,-2.169896,-3.142929,-1.801351,-3.182493,4.849832
"MT2A",-3.3018475,-2.7790969,2.3108227,-1.0338433,-2.4752236,7.9218723,-2.2258475,-0.980133,-2.1874301,2.4097828
"MT1X",-2.02096852,-1.91069825,-0.28155809,-0.03386902,-1.54837609,0.41584681,-1.27398263,-1.19282298,-1.33244477,1.66005688
"HERPUD1",2.9735955,1.7437908,0.5803354,0.693221,0.8189683,-0.382714,0.2976899,-0.555735,0.0803093,-0.8001234
"CDH5",-0.12783609,-0.15110606,17.40984419,-0.14127218,-0.16094348,0.02674148,-0.14357671,-0.11451558,-0.14868199,-0.06053358
"CKLF",-0.559429892,1.342451601,-0.303491315,0.243670831,0.32258581,-0.505984143,0.414694995,-0.504864757,0.661798475,-0.441470484
"GCSH",-0.607718017,-0.57560135,-0.361505972,-0.520145676,-0.503906949,-0.107535448,-0.420224823,1.011971194,-0.453470793,0.59307326
"COTL1",-0.58808711,2.09182869,-0.29151164,0.87951935,0.50224075,-0.71081452,0.39155503,-0.93912601,-0.01864553,-0.67053518
"CYBA",0.6619822,1.7993653,-0.6179273,1.4271365,1.8261614,-0.9926416,0.71108,-1.5141785,0.1810871,-1.6190388
"APRT",-0.09091717,0.43944152,-0.0767675,0.1105223,0.06437071,-0.02057836,0.60401578,-0.24886446,0.65121966,-0.21051148
"CXCL16",-0.6847294,0.622761,-0.6814037,0.7967429,1.0937593,-0.691258,-0.5727776,-0.6615467,-0.6419021,-0.662945
"CD68",-0.9521704,-0.1424029,-0.9495956,1.628514,1.3057846,-1.0052491,-0.8357298,-0.9927723,-0.9023484,-1.0590563
"ATP1B2",-0.8724513,-0.9293042,-0.7957995,-0.8667574,-0.9063082,-0.2207169,-0.7320846,-0.6308916,-0.7887174,1.2811377
"SNHG29",-0.68348098,-0.09040589,-0.06399925,0.08268165,0.14974206,0.64591847,-0.58402952,-0.66307264,-0.4323941,0.09401669
"LGALS9",-0.5600147,0.701381,-0.2710332,0.7397049,0.9851442,-0.6292491,-0.384516,-0.5798555,-0.4172299,-0.6672996
"EVI2B",0.2893782,1.1543638,-0.6614938,0.7702986,0.8280868,-0.7950319,0.3584687,-0.7283708,0.1708863,-0.7864985
"CCL5",-0.3061378,-1.4283802,-1.805807,-1.5951877,-1.1060104,-1.7955335,25.6301549,-1.8639636,1.7790601,-2.0914808
"CCL3",-3.954579,-2.44293,-4.013786,1.688396,10.578163,-3.816239,-3.275052,-4.002052,-3.968871,-4.26643
"CCL4",-2.9972285,-2.691961,-3.9462109,0.1079896,7.9357469,-3.6074453,8.5678143,-3.6310278,-2.9128576,-4.0152976
"CCL3L1",-2.80066,-1.943243,-2.810702,0.378135,8.37388,-2.617491,-2.555442,-2.737006,-2.88201,-2.978134
"CCL4L2",-2.61887329,-1.96888138,-2.71340301,0.03998252,7.87805691,-2.41146308,-0.98790235,-2.59189671,-2.69910349,-2.83928931
"IGFBP4",-0.38824258,-0.36619751,4.38786175,-0.05030237,-0.24057366,10.10549833,-0.22331648,-0.27814327,-0.19848323,-0.18313463
"CNP",-0.6551172,-0.6489807,-0.381696,-0.5641259,-0.5920264,-0.4582814,-0.4869862,11.8401443,-0.4843688,0.144054
"CAVIN1",-0.4382466,-0.4261721,4.4611565,-0.2890931,-0.3664028,2.408368,-0.2812142,1.1317862,-0.3044189,0.238238
"RAMP2",-0.3343145,-0.3600371,8.1372444,-0.3323852,-0.3407707,0.196981,-0.2338407,-0.2119093,-0.252503,0.2891619
"GRN",-0.74317439,0.67754366,-0.07212104,1.41764363,0.86559751,-0.66767947,-0.81971757,-0.7618923,-0.88227526,-0.82109635
"GFAP",-1.6242099,-1.6613801,-1.3612477,-1.6630364,-1.7000516,-0.6565951,-1.6381325,-0.9394526,-1.7283705,2.6617115
"COL1A1",-0.6764398,-0.6738384,0.1679224,-0.6307853,-0.6448038,33.2803982,-0.5281074,-0.4436321,-0.5354248,-0.3136362
"NME1",-0.6552937,-0.6209466,-0.3690105,-0.5191402,-0.5857787,-0.114796,-0.5027343,-0.3733267,-0.493706,0.6651693
"NME2",-0.845964388,-0.141130748,-0.008671305,0.042407342,0.113158837,1.059352826,-0.856097605,-0.797543021,-0.859324388,0.195288544
"MSI2",-0.29262113,-0.54616787,0.32521426,-0.57147332,-0.56241943,-0.17888079,-0.22259362,0.02339586,-0.21522547,0.63853119
"VMP1",-0.64399593,-0.14305131,0.17721366,0.06110034,-0.0851878,0.72070174,-0.24797714,-0.23838568,-0.07339107,0.0896843
"PECAM1",0.232836092,0.29024451,11.203420558,0.543394257,0.325102918,-0.424531842,-0.004163005,-0.421138227,-0.380163009,-0.501332522
"SEC14L1",-0.075128817,-0.033941893,3.013795685,-0.046297242,0.140636777,-0.246548316,-0.329714527,-0.003122889,-0.23419465,0.024606628
"SYNGR2",-0.1099729,1.007153,-0.1039516,0.6038159,0.719828,-0.5816099,-0.258149,0.6324332,-0.2213031,-0.5924247
"RNF213",-0.007716407,-0.084843207,-0.155224959,0.216915806,0.194112639,-0.377827817,1.599543162,0.023340872,1.235934437,-0.554087464
"AATK",-0.33028976,-0.30039974,-0.03972177,-0.07224879,-0.08824394,-0.24874726,-0.22943233,5.74160241,-0.25650135,-0.11593286
"P4HB",-0.29637172,-0.25698345,0.32467255,0.16287871,-0.17935091,0.97935476,-0.21960924,-0.33093185,-0.22955873,0.04972563
"SLC16A3",-0.6581637,0.2706403,-0.366857,1.0109871,0.7717353,-0.4412657,-0.4406018,-0.704147,-0.4325269,-0.6858432
"RAB40B",-0.24932182,-0.25602373,-0.14708675,-0.25963254,-0.22571905,-0.19047871,-0.18514349,8.27627294,-0.21483249,-0.09996238
"YES1",-0.3257656,-0.4028395,2.87905182,-0.37991927,-0.40277818,0.07103042,-0.112861,0.33912958,-0.22911441,0.36115642
"MYL12A",-0.12572388,0.98800278,1.39768429,0.24385629,0.05158455,0.80166181,1.80685648,-0.62996632,1.71950074,-0.63579797
"MYL12B",-0.485274,0.20389827,1.54061207,-0.09061627,-0.13757615,0.21571986,0.7761959,-0.31036195,0.52624252,-0.08357246
"ANKRD12",0.267798298,0.074770895,0.160660932,-0.045045361,-0.208802349,-0.412770229,0.741699354,0.872693872,1.120580174,-0.138942618
"OSBPL1A",-0.51043802,-0.33764721,-0.09977768,-0.18499129,-0.14575575,-0.14503245,-0.35815902,3.69556858,-0.39216934,0.10875832
"CDH2",-0.831637,-0.8482135,0.6766235,-0.8142037,-0.8458826,-0.3379838,-0.6531631,-0.2205618,-0.6886528,1.0688056
"RPL17",-0.405999383,0.125431203,-0.346342981,0.233448673,0.479625236,0.837424606,-0.304619681,-1.332115743,-0.007279544,-0.174924161
"TCF4",-0.46719875,-0.70614437,2.48338266,-0.68120141,-0.60693884,-0.01235914,-0.81660913,0.16858436,-0.85705777,0.83270105
"SEC11C",1.01899404,-0.45749117,-0.33697168,-0.42308999,-0.4554546,-0.42115207,-0.08386708,1.03342263,-0.03387803,0.3820015
"LMAN1",0.270449631,-0.330752364,0.299670234,-0.132361226,-0.145478521,0.523065685,-0.130425013,-0.06056729,-0.09614972,0.16843227
"CDH19",-0.3049081,-0.3494562,-0.2950743,-0.3278865,-0.3482441,-0.2910323,-0.2476802,7.6368417,-0.2179717,0.0377914
"DSEL",-0.8709955,-0.91404,-0.6608917,-0.8623744,-0.876629,-0.5335477,-0.685466,0.2552301,-0.7092999,1.0472162
"CNDP1",-0.648117,-0.6441067,-0.4787772,-0.5790794,-0.6026629,-0.6385218,-0.4831394,24.8107164,-0.4845699,-0.5370412
"MBP",-0.9000233,-0.2674553,-0.9253794,-0.4871555,-0.2505073,-0.9895677,0.1868297,22.2979167,-0.2795104,-0.6754731
"GZMM",-0.01180698,-0.29110762,-0.52552293,-0.45909072,-0.5084529,-0.4688475,5.81446645,-0.43558822,2.06230661,-0.52346394
"HCN2",-0.2836807,-0.3555996,-0.2558116,-0.3090952,-0.3255699,-0.2329681,-0.1832238,10.5038187,-0.1535318,-0.1604997
"TUBB4A",-0.49135288,-0.4998999,-0.36870336,-0.46931877,-0.46695838,-0.43847459,-0.32958838,11.47327509,-0.35591631,0.01831728
"C3",-1.5104483,0.6197045,-1.7024421,1.0907595,3.7116802,-1.512196,-1.6029282,-1.5090435,-1.7253304,-1.6678168
"INSR",-0.237347168,0.034321656,11.43204298,-0.113017934,-0.191198262,-0.020822963,-0.288016958,1.473464876,-0.321280485,0.008921913
"ELAVL3",-0.564629,-0.6090905,-0.4989952,-0.5716269,-0.5839864,-0.5088698,-0.4085821,4.1593911,-0.4135786,0.49508
"JUNB",0.005070625,0.450905924,-0.437799627,0.152171282,0.568270002,-0.466463553,1.397141409,-0.704692556,2.251172572,-0.761041497
"PRDX2",-0.8535509,-0.9361503,-0.4738456,-0.9118629,-0.8665396,-0.3610077,-0.5507291,-0.4311866,-0.3731511,0.994736
"NFIX",-0.6986911,-0.7497353,-0.6061988,-0.6943088,-0.7280167,-0.2539496,-0.5615828,1.4142349,-0.6033861,0.8111978
"DNAJB1",0.3345142,0.1077675,-0.7331478,0.544208,0.5371448,-0.7995181,0.7209772,-0.477899,0.9970311,-0.6918045
"TPM4",-0.41782588,0.05165569,1.74311901,0.21694201,-0.1666657,2.24667533,-0.2837288,-0.14486857,-0.1126094,-0.12268109
"IFI30",-1.0977521,0.7258396,-1.1742491,2.2401416,1.5074515,-1.3330982,-1.1105797,-1.3313337,-1.1544,-1.3824422
"JUND",0.69481891,-0.01830233,0.07305647,-0.25072822,-0.22161892,-0.60509056,1.20214692,-0.02906423,1.30827086,-0.08682169
"FXYD5",-0.2104336,0.6563851,0.4683679,0.6221251,0.3374789,-0.47469,0.3988921,-0.7581425,1.3432195,-0.675498
"MAG",-0.731086,-0.7235318,-0.5298422,-0.6576043,-0.678063,-0.7093241,-0.5373442,28.1664424,-0.5390314,-0.6165575
"APLP1",-0.6867781,-0.7103258,-0.5337532,-0.6462953,-0.6481918,-0.3284676,-0.4975865,13.5210775,-0.5114531,0.118811
"HCST",-0.6000094,0.07234514,-1.03835405,0.3915848,0.84623309,-1.09516705,3.57351125,-1.07593497,1.69084369,-1.1649878
"TYROBP",-2.222363,1.173812,-2.091593,3.197176,3.404253,-2.384113,-1.829323,-2.396443,-2.087712,-2.411137
"SPINT2",-0.1112366,1.9616237,-0.2853047,0.4738587,0.5731743,-0.3794353,-0.2778559,-0.3318833,-0.1831671,-0.4503106
"PPP1R14A",-0.8467491,0.3131772,0.1305736,-0.9478381,-0.9929623,4.0276949,-0.813107,34.2820754,-0.8132353,-0.7429314
"ACTN4",-0.37371065,-0.29696977,2.30990487,-0.23247154,-0.42752222,0.14990575,0.28989007,1.2816985,0.12897393,0.15395717
"SIRT2",-0.47321988,-0.47261917,-0.33091787,-0.34235416,-0.34916908,-0.35095286,-0.14990927,3.9092566,-0.28795929,0.24968687
"GMFG",-0.1544392,0.7077553,0.1255988,0.6049723,0.6308835,-0.5437196,1.3262573,-0.8238032,1.2960343,-0.9016181
"ZFP36",-0.60897771,0.50455324,-0.08133532,0.58345864,1.20287971,-0.33483498,0.0768865,-0.81071556,0.01848935,-0.78517094
"FCGBP",-1.63998,-0.7908751,-1.5728994,1.4778453,3.3289629,-1.6291364,-1.5025394,-1.5689647,-1.6086253,-1.715337
"PCAT19",-0.08042835,-0.1263582,16.97439821,-0.10983271,-0.10434363,0.05976255,-0.10072563,-0.10627877,-0.07863333,-0.10932016
"CD79A",20.293508701,0.908571427,-0.161026719,-0.154711165,-0.152464488,-0.163116404,-0.048169939,-0.160481783,0.009664612,-0.165739348
"RABAC1",-0.09953222,-0.38692876,0.13429751,-0.38433172,-0.39299109,0.52677516,0.06334362,0.606993,-0.06912702,0.38125714
"ZNF428",-0.79836533,-0.74926573,-0.34897811,-0.72177185,-0.72829702,-0.25163755,-0.39398683,0.01191253,-0.51662842,0.83638908
"PLAUR",-0.8544202,0.08338879,-0.59894992,1.31464111,1.06190192,-0.39851068,-0.72301214,-0.75919992,-0.76816679,-0.86546573
"APOC1",-3.592291,-2.641275,-3.656951,5.347566,5.882362,-3.860162,-3.541172,-3.74147,-3.676481,-3.962192
"APOC2",-2.2440053,-1.441977,-2.0139142,0.9014366,5.7381703,-2.1482768,-1.9875223,-2.257141,-2.0748061,-2.2959302
"FOSB",-0.19187871,0.09077948,-0.62027469,0.74267675,0.99403902,-0.42321452,0.08832842,-0.34222347,-0.20960696,-0.78967579
"NOP53",0.299286279,0.302028463,-0.176332904,-0.002709885,0.064699752,-0.172036895,0.767015376,-0.142091156,1.104625897,-0.260904537
"EMP3",-0.34141888,-0.18978429,-0.75155652,0.39055416,-0.28749022,-0.070688,0.29335961,-0.73580525,0.3071015,-0.0533795
"CD37",2.1330953,0.8650214,-0.7818818,0.4788596,0.9794647,-0.867025,0.8821147,-0.811335,0.9508708,-0.8971696
"FCGRT",-0.9092104,0.3416602,0.1944534,1.0467547,1.4384315,-0.6537652,-0.8028281,-0.9416925,-0.8950791,-0.8755953
"KLK6",-0.4178846,-0.4186158,-0.3067005,-0.3721245,-0.3879949,-0.4172276,-0.2880076,15.4765821,-0.2966026,-0.3238317
"NKG7",-0.1149235,-0.5445176,-1.2147228,-0.8810771,-1.0584925,-1.1015331,16.9065234,-1.0073628,0.1170713,-1.1999835
"FPR1",-0.6569624,0.5609514,-0.6904265,0.8577635,1.2268117,-0.7179938,-0.5885438,-0.6529843,-0.6692459,-0.7609447
"LAIR1",-0.54481536,0.01223297,-0.60186676,0.8703887,0.886999,-0.65393538,-0.39587315,-0.59040359,-0.44549408,-0.68225764
"TTYH1",-1.009684,-1.0516816,-0.8943307,-0.9886411,-1.0154209,-0.3958166,-0.8118112,0.3639397,-0.8467299,1.3159183
"LILRB4",-0.55312123,0.06849485,-0.65762294,0.57023659,1.45109026,-0.69472816,-0.54673108,-0.62478824,-0.61214387,-0.72867263
"FKBP1A",-0.61439651,-0.029103081,2.650545866,0.095361782,-0.18112801,0.151940623,-0.200102436,-0.423001621,-0.173547972,0.091515168
"DSTN",-0.71805399,-0.58216129,1.19476449,-0.56159152,-0.60847085,1.86883646,-0.42951934,0.56093136,-0.40065581,0.63927414
"RRBP1",0.41023522,-0.23559301,0.33142131,-0.11311735,-0.08481332,1.01714239,-0.35111724,0.74023998,-0.42082837,0.13362833
"CD93",-0.6606412,0.3185639,5.7439106,1.6576657,0.2482047,-0.7000377,-0.628983,-0.6895205,-0.6990347,-0.7973237
"CST7",-0.0290472,2.4716629,-0.7590442,-0.5182882,-0.6527817,-0.7012158,8.9023024,-0.6357756,1.3134016,-0.755689
"MYL9",-0.3197364,-0.27066755,1.44404892,-0.3009378,-0.29553096,12.86392728,-0.24863414,-0.20889486,-0.26583839,-0.04769246
"SAMHD1",-0.57585945,1.45633745,-0.48361377,0.77307643,0.54621681,-0.49934946,-0.06332902,-0.43576298,0.06806919,-0.62031146
"TGM2",-0.14590624,0.12641004,9.24577186,0.31806516,-0.13587723,0.90025171,-0.17496928,-0.19261276,-0.20119493,-0.18846701
"MAFB",-1.1231956,-0.2767653,-1.1952927,1.7306375,1.6459592,-1.0995414,-1.0535878,-1.0815413,-1.1539369,-1.2038268
"STK4",0.21939043,0.61031627,-0.39909845,-0.00587065,0.03508564,-0.49048075,1.48643552,-0.31016639,1.34186343,-0.37347437
"CEBPB",-0.9120929,-0.05493584,-0.76191892,1.29169681,1.01914107,-0.3231752,-0.5210407,-0.89428432,-0.47843473,-0.87918521
"BCAS1",-0.47379385,-0.47470257,-0.4278674,-0.41985674,-0.38527968,-0.36679217,-0.34357547,10.41022427,-0.31907177,0.01305385
"CTSZ",-0.5182916,0.819797,-0.5689766,1.3958684,1.0677186,-0.7183307,-0.7729701,-0.8412699,-0.7970869,-0.9251152
"PPDPF",-0.64382315,-0.53000166,-0.42815908,-0.46376038,-0.72788543,0.24392668,0.28853225,0.0604608,0.07501404,0.47054295
"SAMSN1",-0.45574974,0.05996893,-0.84567565,0.90404193,0.99123876,-0.88353348,0.09760274,-0.82400624,0.61680506,-0.9351479
"APP",-0.7939162,-0.743383,3.3613351,-0.6079442,-0.7325672,0.3511972,-0.699147,2.8915667,-0.7166966,0.7192233
"CYYR1",-0.04754755,1.02773471,16.28214763,-0.09856601,-0.12643192,-0.0163954,-0.10152498,-0.11370009,-0.11150842,-0.10838811
"CBR1",-0.62033324,-0.52695459,-0.53513616,-0.45504178,-0.46803317,-0.14479625,-0.40133921,3.11545405,-0.40535987,0.48145334
"TTC3",-0.4732228,-0.51833375,-0.08741831,-0.46074587,-0.48148145,0.04558868,-0.3772816,-0.04125229,-0.3866909,0.6250907
"ITGB2",-0.85896735,1.07377231,-1.018102,1.20139015,1.36550192,-1.07448061,0.03808828,-1.01939846,-0.32019545,-1.107539
"COL6A1",-0.6619332,-0.6899104,-0.1987198,-0.6308023,-0.6752424,9.0240995,-0.5226314,-0.3741466,-0.5566989,0.626856
"COL6A2",-0.525716,-0.5456293,2.0319818,-0.4935907,-0.5495868,13.7961516,-0.3339971,-0.3159516,-0.3809077,0.2277057
"S100B",-1.8078138,0.2463414,-1.569339,-1.6726271,-1.6699618,-1.3056637,-1.516648,4.5886203,-1.5463709,2.0839753
"CLDN5",-0.31852319,-0.38800766,49.30704361,-0.35445377,-0.34886415,0.01342159,-0.35291706,-0.29784113,-0.34661273,-0.24549571
"MIF",-1.13843285,-0.69092655,-0.54557067,0.26674526,-0.53758519,0.65801951,-0.79103698,0.01413813,-0.58046311,0.40812829
"XBP1",6.59273585,-0.01741787,-0.22155847,0.19622046,0.15263793,-0.08214122,0.14094737,-0.24455385,0.23218273,-0.28580612
"SELENOM",0.30037708,-0.29424939,1.27444951,-0.23156799,-0.18722251,5.23134431,0.07686741,1.01033773,0.23772799,-0.06143251
"PIK3IP1",-0.03429548,-0.02343863,-0.1888047,0.13221726,0.36667152,-0.55252884,1.22645457,-0.2897328,1.75356505,-0.5834101
"TIMP3",-0.616139,-0.6678778,8.1525749,-0.6219491,-0.6469157,4.8776247,-0.537552,-0.4653816,-0.5921,0.6347794
"HMOX1",-1.1651383,-0.2937761,-1.1499567,2.4493508,1.0539991,-1.0832949,-1.1396404,-1.2095161,-1.2146312,-1.2273399
"MYH9",-0.17043941,0.38332857,2.60886228,0.2363339,0.09264088,0.8999059,0.9798335,-0.20855697,0.82449382,-0.46869463
"RAC2",0.8768723,0.2947312,-0.6598699,0.1781449,-0.2137639,-0.683726,2.7688707,-0.642193,2.8194444,-0.7220292
"SUN2",-0.16225895,-0.07466327,0.11502076,-0.0223605,-0.17166897,-0.20689113,0.66751716,4.2585993,0.36740342,-0.3061002
"PDGFB",-0.55992697,0.01423421,4.46453258,0.19645827,1.40077162,-0.5551015,-0.48359219,-0.52488993,-0.53504521,-0.61125892
"CYB5R3",-0.38125979,0.14519115,1.13967461,-0.09705995,-0.17765936,0.91199003,-0.17987199,0.57283579,-0.20254125,0.1045749
"TYMP",-0.5430834,2.2382432,-0.9681448,1.7848513,0.9793324,-0.7913402,-0.6562685,-1.0261304,-0.3961411,-1.1405334
"CSF2RA",-0.5435381,1.5415002,-0.587894,0.4899966,1.2368036,-0.6165912,-0.4659206,-0.5483534,-0.5200432,-0.6372485
"CD99",-0.60951832,-0.65041521,0.35577985,-0.27644166,-0.20805189,0.20901586,0.36062242,-0.69784914,-0.02756514,0.3028291
"GPM6B",-1.7116017,-1.8008323,-1.4765131,-1.7140989,-1.7771441,-0.7168476,-1.5200645,6.9882415,-1.5475413,1.9470951
"PRDX4",0.4240241,-0.5338798,-0.2161962,-0.3494858,-0.3700125,0.4151865,-0.4271552,-0.1799072,-0.412075,0.4801996
"SAT1",-1.6741419,1.0141569,-1.0255501,2.5257397,2.6682198,-0.7619041,-1.682508,-2.0924284,-1.6204984,-1.8564055
"CYBB",-0.59678755,0.03793584,-0.97007641,1.30777532,1.54975606,-0.98762443,-0.86358335,-0.8977303,-0.94833698,-1.04161633
"GPR34",-0.968394,0.2003097,-0.9710709,0.6877414,2.36481,-1.0502807,-0.8589081,-0.9826243,-0.9332444,-1.0820377
"TIMP1",-1.72573524,-1.07029046,-0.30270481,0.02531979,-1.3865972,16.68362497,-1.50121078,-1.17032852,-1.36999105,0.77515764
"PCSK1N",-1.4826729,-1.5578391,-1.3609006,-1.4903115,-1.5352264,-0.9496034,-1.2767408,-0.57285,-1.2364908,2.1662201
"MAGED1",-0.55122387,-0.66361873,-0.1964684,-0.62002451,-0.63592636,0.09583949,-0.45260634,-0.29334003,-0.4981268,0.834528
"VSIG4",-1.018685,-0.1478193,-1.0234739,0.9966768,2.1268839,-1.0736672,-0.8947831,-1.0210107,-0.964658,-1.1145017
